depart,from,arrival,to
PHX,3462,LAS,3877
PHX,3462,LAX,3484
PHX,3462,LGB,3582
PHX,3462,LIH,3602
PHX,3462,MCI,3458
PHX,3462,MCO,3878
PHX,3462,MEX,1824
PHX,3462,MKE,3717
PHX,3462,MRY,3948
PHX,3462,MSP,3858
PHX,3462,MZT,1826
PHX,3462,OAK,3453
PHX,3462,OGG,3456
PHX,3462,OMA,3454
PHX,3462,ONT,3734
PHX,3462,ORD,3830
PHX,3462,PDX,3720
PHX,3462,PHL,3752
PHX,3462,PIT,3570
PHX,3462,PSP,3839
PHX,3462,PVR,1836
PHX,3462,RNO,3807
PHX,3462,SAN,3731
PHX,3462,SAT,3621
PHX,3462,SBA,3949
PHX,3462,SBP,5768
PHX,3462,SEA,3577
PHX,3462,SFO,3469
PHX,3462,SJC,3748
PHX,3462,SJD,1840
PHX,3462,SLC,3536
PHX,3462,SMF,3817
PHX,3462,SNA,3867
PHX,3462,STL,3678
PHX,3462,TPA,3646
PHX,3462,TUS,3636
PHX,3462,YEG,49
PHX,3462,YUM,3596
PHX,3462,YVR,156
PHX,3462,YYC,178
PHX,3462,ZIH,1856
PIA,4046,ORD,3830
PIT,3570,BDL,3825
PIT,3570,BOS,3448
PIT,3570,CLT,3876
PIT,3570,DCA,3520
PIT,3570,DEN,3751
PIT,3570,LAX,3484
PIT,3570,LGA,3697
PIT,3570,ORD,3830
PIT,3570,PHL,3752
PIT,3570,PHX,3462
PIT,3570,RDU,3626
PIT,3570,SFO,3469
PIT,3570,STL,3678
PLS,1754,CLT,3876
PLS,1754,PHL,3752
PNS,3564,CLT,3876
PNS,3564,DCA,3520
PSC,6133,DEN,3751
PSP,3839,PHX,3462
PUJ,1760,CLT,3876
PUJ,1760,PHL,3752
PVD,3641,CLT,3876
PVD,3641,DCA,3520
PVD,3641,ORD,3830
PVD,3641,PHL,3752
PVG,3406,ORD,3830
PVG,3406,SFO,3469
PVR,1836,PHX,3462
PWM,3862,CLT,3876
PWM,3862,DCA,3520
PWM,3862,IAD,3714
PWM,3862,ORD,3830
PWM,3862,PHL,3752
RDM,4103,SFO,3469
RDU,3626,CLT,3876
RDU,3626,DCA,3520
RDU,3626,ORD,3830
RDU,3626,PHL,3752
RDU,3626,PIT,3570
RIC,3608,BOS,3448
RIC,3608,CLT,3876
RIC,3608,ORD,3830
RIC,3608,PHL,3752
RNO,3807,DEN,3751
RNO,3807,PHX,3462
RNO,3807,SFO,3469
ROA,4016,CLT,3876
ROA,4016,PHL,3752
ROC,3622,BOS,3448
ROC,3622,CLT,3876
ROC,3622,DCA,3520
ROC,3622,ORD,3830
ROC,3622,PHL,3752
RSW,3793,CLT,3876
RSW,3793,DCA,3520
RSW,3793,ORD,3830
RSW,3793,PHL,3752
SAL,1892,DFW,3670
SAL,1892,IAD,3714
SAL,1892,IAH,3550
SAL,1892,JFK,3797
SAL,1892,LAX,3484
SAL,1892,MCO,3878
SAL,1892,MIA,3576
SAL,1892,SFO,3469
SAN,3731,CLT,3876
SAN,3731,DCA,3520
SAN,3731,DEN,3751
SAN,3731,LAX,3484
SAN,3731,ORD,3830
SAN,3731,PHL,3752
SAN,3731,PHX,3462
SAN,3731,SFO,3469
SAP,1772,MIA,3576
SAT,3621,CLT,3876
SAT,3621,DEN,3751
SAT,3621,IAD,3714
SAT,3621,LAX,3484
SAT,3621,ORD,3830
SAT,3621,PHL,3752
SAT,3621,PHX,3462
SAT,3621,SFO,3469
SAV,3613,CLT,3876
SAV,3613,DCA,3520
SAV,3613,PHL,3752
SBA,3949,LAX,3484
SBA,3949,PHX,3462
SBN,4359,ORD,3830
SBP,5768,PHX,3462
SBY,3642,CLT,3876
SBY,3642,PHL,3752
SCE,4318,PHL,3752
SDF,4014,CLT,3876
SDF,4014,DCA,3520
SDF,4014,ORD,3830
SDF,4014,PHL,3752
SDQ,1762,PHL,3752
SEA,3577,CLT,3876
SEA,3577,DEN,3751
SEA,3577,IAD,3714
SEA,3577,ICN,3930
SEA,3577,LAX,3484
SEA,3577,NRT,2279
SEA,3577,ORD,3830
SEA,3577,PHL,3752
SEA,3577,PHX,3462
SEA,3577,SFO,3469
SEA,3577,TPE,2276
SFO,3469,AUS,3673
SFO,3469,BOI,3495
SFO,3469,BOS,3448
SFO,3469,BUR,3644
SFO,3469,BWI,3849
SFO,3469,CLT,3876
SFO,3469,CUN,1852
SFO,3469,DEN,3751
SFO,3469,EUG,4099
SFO,3469,EWR,3494
SFO,3469,FAT,3687
SFO,3469,HKG,3077
SFO,3469,HNL,3728
SFO,3469,IAD,3714
SFO,3469,IAH,3550
SFO,3469,ICN,3930
SFO,3469,JFK,3797
SFO,3469,KIX,3992
SFO,3469,KOA,3514
SFO,3469,LAS,3877
SFO,3469,LAX,3484
SFO,3469,LIH,3602
SFO,3469,MCI,3458
SFO,3469,MCO,3878
SFO,3469,MFR,4101
SFO,3469,MRY,3948
SFO,3469,MSP,3858
SFO,3469,NRT,2279
SFO,3469,OGG,3456
SFO,3469,ORD,3830
SFO,3469,PDX,3720
SFO,3469,PEK,3364
SFO,3469,PHL,3752
SFO,3469,PHX,3462
SFO,3469,PIT,3570
SFO,3469,PVG,3406
SFO,3469,RDM,4103
SFO,3469,RNO,3807
SFO,3469,SAL,1892
SFO,3469,SAN,3731
SFO,3469,SAT,3621
SFO,3469,SEA,3577
SFO,3469,SLC,3536
SFO,3469,SNA,3867
SFO,3469,SYD,3361
SFO,3469,TPE,2276
SGF,4348,DEN,3751
SGF,4348,ORD,3830
SIN,3316,EWR,3494
SIN,3316,FRA,340
SIN,3316,HKG,3077
SIN,3316,NRT,2279
SJC,3748,DEN,3751
SJC,3748,PHX,3462
SJD,1840,CLT,3876
SJD,1840,LAX,3484
SJD,1840,PHX,3462
SJO,1885,CLT,3876
SJO,1885,MIA,3576
SJU,2890,CLT,3876
SJU,2890,IAD,3714
SJU,2890,ORD,3830
SJU,2890,PHL,3752
SKB,2891,CLT,3876
SLC,3536,CLT,3876
SLC,3536,DEN,3751
SLC,3536,ORD,3830
SLC,3536,PHL,3752
SLC,3536,PHX,3462
SLC,3536,SFO,3469
SMF,3817,DEN,3751
SMF,3817,IAD,3714
SMF,3817,LAX,3484
SMF,3817,ORD,3830
SMF,3817,PHX,3462
SNA,3867,DEN,3751
SNA,3867,ORD,3830
SNA,3867,PHX,3462
SNA,3867,SFO,3469
SRQ,4067,CLT,3876
SRQ,4067,DCA,3520
STL,3678,CLT,3876
STL,3678,DEN,3751
STL,3678,IAD,3714
STL,3678,ORD,3830
STL,3678,PHL,3752
STL,3678,PHX,3462
STL,3678,PIT,3570
STT,2883,CLT,3876
STT,2883,PHL,3752
SWF,3661,PHL,3752
SXM,2899,CLT,3876
SXM,2899,PHL,3752
SYD,3361,LAX,3484
SYD,3361,MEL,3339
SYD,3361,SFO,3469
SYR,3745,BOS,3448
SYR,3745,CLT,3876
SYR,3745,DCA,3520
SYR,3745,ORD,3830
SYR,3745,PHL,3752
TLH,3698,CLT,3876
TLH,3698,DCA,3520
TLV,1590,PHL,3752
TPA,3646,CLT,3876
TPA,3646,DCA,3520
TPA,3646,DEN,3751
TPA,3646,ORD,3830
TPA,3646,PHL,3752
TPA,3646,PHX,3462
TPE,2276,LAX,3484
TPE,2276,SEA,3577
TPE,2276,SFO,3469
TRI,4116,CLT,3876
TUL,3855,DEN,3751
TUL,3855,ORD,3830
TUS,3636,DEN,3751
TUS,3636,PHX,3462
TVC,4023,ORD,3830
TYS,3676,CLT,3876
TYS,3676,DCA,3520
TYS,3676,PHL,3752
UVF,2894,CLT,3876
VCE,1551,PHL,3752
VPS,3873,CLT,3876
VPS,3873,DCA,3520
XNA,4356,CLT,3876
XNA,4356,ORD,3830
YEG,49,PHX,3462
YHZ,73,PHL,3752
YOW,100,CLT,3876
YOW,100,PHL,3752
YQB,111,PHL,3752
YUL,146,CLT,3876
YUL,146,DCA,3520
YUL,146,PHL,3752
YUM,3596,PHX,3462
YVR,156,PHX,3462
YYC,178,PHX,3462
YYZ,193,CLT,3876
YYZ,193,DCA,3520
YYZ,193,PHL,3752
ZIH,1856,PHX,3462
ZRH,1678,PHL,3752
BKK,3885,MAA,3144
CDG,1382,RUN,916
DAR,1177,DZA,915
DZA,915,DAR,1177
DZA,915,HAH,912
DZA,915,MJN,929
DZA,915,NOS,930
DZA,915,RUN,916
HAH,912,DZA,915
JNB,813,RUN,916
MAA,3144,BKK,3885
MAA,3144,RUN,916
MJN,929,DZA,915
MRU,893,RUN,916
MRU,893,ZSE,917
NOS,930,DZA,915
NOS,930,RUN,916
RUN,916,CDG,1382
RUN,916,DZA,915
RUN,916,JNB,813
RUN,916,MAA,3144
RUN,916,MRU,893
RUN,916,NOS,930
RUN,916,TMM,921
RUN,916,TNR,918
TMM,921,RUN,916
TNR,918,RUN,916
ZSE,917,MRU,893
ACE,1055,BIO,1216
ACE,1055,MAD,1229
ACE,1055,SCQ,1243
AGP,1230,CDG,1382
AGP,1230,MAD,1229
AGP,1230,SVO,2985
AGP,1230,TFN,1057
ALC,1212,TFS,1056
AMS,580,MAD,1229
BCN,1218,BJZ,1219
BCN,1218,CDG,1382
BCN,1218,MAD,1229
BCN,1218,ORY,1386
BCN,1218,OTP,1657
BCN,1218,PMI,3998
BCN,1218,PRG,1587
BCN,1218,SVO,2985
BCN,1218,TFN,1057
BIO,1216,ACE,1055
BIO,1216,CDG,1382
BIO,1216,LPA,1054
BIO,1216,MAD,1229
BIO,1216,TFN,1057
BJZ,1219,BCN,1218
BJZ,1219,MAD,1229
BRU,302,MAD,1229
CCS,2851,MAD,1229
CDG,1382,AGP,1230
CDG,1382,BCN,1218
CDG,1382,BIO,1216
CDG,1382,GOT,687
CDG,1382,VGO,1250
CDG,1382,VLC,1246
CUN,1852,MAD,1229
DKR,1084,MAD,1229
EZE,3988,MAD,1229
FCO,1555,MAD,1229
FUE,1051,MAD,1229
GRX,1223,PMI,3998
HAV,1909,MAD,1229
IBZ,1225,MAD,1229
JFK,3797,MAD,1229
LCG,1220,MAD,1229
LGW,502,MAD,1229
LIM,2789,MAD,1229
LIS,1638,MAD,1229
LPA,1054,BIO,1216
LPA,1054,MAD,1229
LPA,1054,SCQ,1243
LPA,1054,SVQ,1253
MAD,1229,ACE,1055
MAD,1229,AGP,1230
MAD,1229,AMS,580
MAD,1229,BCN,1218
MAD,1229,BIO,1216
MAD,1229,BJZ,1219
MAD,1229,BRU,302
MAD,1229,CCS,2851
MAD,1229,CUN,1852
MAD,1229,DKR,1084
MAD,1229,EZE,3988
MAD,1229,FCO,1555
MAD,1229,FUE,1051
MAD,1229,HAV,1909
MAD,1229,IBZ,1225
MAD,1229,JFK,3797
MAD,1229,LCG,1220
MAD,1229,LGW,502
MAD,1229,LIM,2789
MAD,1229,LIS,1638
MAD,1229,LPA,1054
MAD,1229,MEX,1824
MAD,1229,MVD,2816
MAD,1229,MXP,1524
MAD,1229,ORY,1386
MAD,1229,OTP,1657
MAD,1229,OVD,1214
MAD,1229,PMI,3998
MAD,1229,PRG,1587
MAD,1229,PUJ,1760
MAD,1229,SDQ,1762
MAD,1229,SSA,2621
MAD,1229,SVO,2985
MAD,1229,TFN,1057
MAD,1229,TFS,1056
MAD,1229,VGO,1250
MAD,1229,VLC,1246
MAD,1229,VVI,2771
MEX,1824,MAD,1229
MVD,2816,MAD,1229
MXP,1524,MAD,1229
ORY,1386,BCN,1218
ORY,1386,MAD,1229
ORY,1386,PMI,3998
OTP,1657,BCN,1218
OTP,1657,MAD,1229
OVD,1214,MAD,1229
OVD,1214,TFS,1056
PMI,3998,BCN,1218
PMI,3998,GRX,1223
PMI,3998,MAD,1229
PMI,3998,ORY,1386
PMI,3998,VLC,1246
PMI,3998,ZAZ,1252
PRG,1587,BCN,1218
PRG,1587,MAD,1229
PUJ,1760,MAD,1229
SCQ,1243,ACE,1055
SCQ,1243,LPA,1054
SCQ,1243,TFS,1056
SDQ,1762,MAD,1229
SSA,2621,MAD,1229
SVO,2985,AGP,1230
SVO,2985,BCN,1218
SVO,2985,MAD,1229
SVQ,1253,LPA,1054
SVQ,1253,TFN,1057
TFN,1057,AGP,1230
TFN,1057,BCN,1218
TFN,1057,BIO,1216
TFN,1057,MAD,1229
TFN,1057,SVQ,1253
TFS,1056,ALC,1212
TFS,1056,OVD,1214
TFS,1056,SCQ,1243
VGO,1250,CDG,1382
VGO,1250,MAD,1229
VLC,1246,CDG,1382
VLC,1246,MAD,1229
VLC,1246,PMI,3998
VVI,2771,MAD,1229
ZAZ,1252,PMI,3998
BLA,2821,CCS,2851
BNS,2822,CCS,2851
BOG,2709,CCS,2851
CAJ,2830,PZO,2856
CBS,,CCS,2851
CCS,2851,BLA,2821
CCS,2851,BNS,2822
CCS,2851,BOG,2709
CCS,2851,CBS,
CCS,2851,CZE,2833
CCS,2851,EZE,3988
CCS,2851,HAV,1909
CCS,2851,LSP,2844
CCS,2851,MAD,1229
CCS,2851,MAR,2848
CCS,2851,MRD,2849
CCS,2851,MUN,2852
CCS,2851,PMV,2850
CCS,2851,PYH,2853
CCS,2851,PZO,2856
CCS,2851,SOM,2864
CCS,2851,STD,2861
CCS,2851,SVZ,2858
CCS,2851,VIG,6072
CCS,2851,VLV,2870
CZE,2833,CCS,2851
EZE,3988,CCS,2851
GND,2882,PMV,2850
GND,2882,POS,2902
HAV,1909,CCS,2851
LSP,2844,CCS,2851
MAD,1229,CCS,2851
MAR,2848,CCS,2851
MAR,2848,PMV,2850
MRD,2849,CCS,2851
MUN,2852,PMV,2850
MUN,2852,PZO,2856
PMV,2850,CCS,2851
PMV,2850,GND,2882
PMV,2850,MAR,2848
PMV,2850,MUN,2852
PMV,2850,POS,2902
PMV,2850,PZO,2856
PMV,2850,STD,2861
PMV,2850,VIG,6072
POS,2902,GND,2882
POS,2902,PMV,2850
PYH,2853,CCS,2851
PZO,2856,CAJ,2830
PZO,2856,CCS,2851
PZO,2856,PMV,2850
PZO,2856,SNV,4126
SNV,4126,PZO,2856
SOM,2864,CCS,2851
STD,2861,CCS,2851
STD,2861,PMV,2850
SVZ,2858,CCS,2851
VIG,6072,CCS,2851
VIG,6072,PMV,2850
VLV,2870,CCS,2851
GPT,4038,PIE,3617
PIE,3617,GPT,4038
BCM,1648,BGY,1525
BGY,1525,BCM,1648
BGY,1525,KIV,1735
CRA,1654,FCO,1555
FCO,1555,CRA,1654
FCO,1555,KIV,1735
FCO,1555,TSR,1663
KIV,1735,BGY,1525
KIV,1735,FCO,1555
KIV,1735,VCE,1551
STR,350,TSR,1663
TSR,1663,FCO,1555
TSR,1663,STR,350
VCE,1551,KIV,1735
SJU,2890,VQS,6788
VQS,6788,SJU,2890
BTS,1745,KSC,1746
KSC,1746,BTS,1745
AJA,1324,BOD,1264
BIA,1321,BOD,1264
BIO,1216,VCE,1551
BIQ,1280,SXB,1435
BOD,1264,AJA,1324
BOD,1264,BIA,1321
BOD,1264,MUC,346
BOD,1264,SXB,1435
BOD,1264,VCE,1551
BRI,1501,VCE,1551
BRI,1501,VRN,1550
CRV,1500,VCE,1551
CTA,1509,FLR,1563
CTA,1509,GOA,1528
CTA,1509,VCE,1551
FLR,1563,CTA,1509
FLR,1563,PMO,1512
GOA,1528,CTA,1509
GOA,1528,PMO,1512
MPL,1359,NTE,1418
MPL,1359,SXB,1435
MUC,346,BOD,1264
MUC,346,NTE,1418
NAP,1561,PMO,1512
NAP,1561,TRN,1526
NTE,1418,MPL,1359
NTE,1418,MUC,346
NTE,1418,PMI,3998
NTE,1418,PMO,1512
NTE,1418,SXB,1435
NTE,1418,TFS,1056
NTE,1418,VCE,1551
PMI,3998,NTE,1418
PMO,1512,FLR,1563
PMO,1512,GOA,1528
PMO,1512,NAP,1561
PMO,1512,NTE,1418
PMO,1512,TRN,1526
PMO,1512,VCE,1551
PMO,1512,VRN,1550
REG,1514,VCE,1551
SXB,1435,BIQ,1280
SXB,1435,BOD,1264
SXB,1435,MPL,1359
SXB,1435,NTE,1418
TFS,1056,NTE,1418
TRN,1526,NAP,1561
TRN,1526,PMO,1512
VCE,1551,BIO,1216
VCE,1551,BOD,1264
VCE,1551,BRI,1501
VCE,1551,CRV,1500
VCE,1551,CTA,1509
VCE,1551,NTE,1418
VCE,1551,PMO,1512
VCE,1551,REG,1514
VRN,1550,BRI,1501
VRN,1550,PMO,1512
ANC,3774,ILI,3429
ILI,3429,ANC,3774
BHD,467,IOM,520
BLK,514,IOM,520
CWL,488,VLY,
GLO,472,IOM,520
IOM,520,BHD,467
IOM,520,BLK,514
IOM,520,GLO,472
IOM,520,NCL,521
NCL,521,IOM,520
VLY,,CWL,488
ABX,3333,SYD,3361
ADL,3341,AKL,2006
ADL,3341,BNE,3320
ADL,3341,CBR,3355
ADL,3341,DPS,3940
ADL,3341,MEL,3339
ADL,3341,OOL,3321
ADL,3341,PER,3351
ADL,3341,SIN,3316
ADL,3341,SYD,3361
AKL,2006,ADL,3341
AKL,2006,APW,1969
AKL,2006,BNE,3320
AKL,2006,MEL,3339
AKL,2006,OOL,3321
AKL,2006,PER,3351
AKL,2006,RAR,1959
AKL,2006,SYD,3361
AKL,2006,TBU,1963
ALH,6235,BQB,9090
ALH,6235,PER,3351
APW,1969,AKL,2006
AUH,2179,MEL,3339
AUH,2179,SIN,3316
AUH,2179,SYD,3361
AYQ,4010,SYD,3361
BDB,4218,BNE,3320
BME,4319,KNX,3347
BME,4319,PER,3351
BME,4319,PHE,3349
BNE,3320,ADL,3341
BNE,3320,AKL,2006
BNE,3320,APW,1969
BNE,3320,BDB,4218
BNE,3320,CBR,3355
BNE,3320,CHC,2009
BNE,3320,CNS,3322
BNE,3320,DPS,3940
BNE,3320,DRW,3999
BNE,3320,DUD,2011
BNE,3320,EMD,3990
BNE,3320,GLT,6269
BNE,3320,HBA,3336
BNE,3320,HIR,4074
BNE,3320,HTI,6242
BNE,3320,ISA,3324
BNE,3320,LAX,3484
BNE,3320,MEL,3339
BNE,3320,MKY,3326
BNE,3320,MOV,6301
BNE,3320,NAN,1960
BNE,3320,NTL,4320
BNE,3320,PER,3351
BNE,3320,POM,5
BNE,3320,PPP,3328
BNE,3320,PQQ,6320
BNE,3320,ROK,3329
BNE,3320,SIN,3316
BNE,3320,SYD,3361
BNE,3320,TSV,3330
BNE,3320,VLI,1997
BNE,3320,WLG,2042
BNE,3320,ZQN,2030
BNK,4291,SYD,3361
BQB,9090,ALH,6235
BQB,9090,PER,3351
CBR,3355,ADL,3341
CBR,3355,BNE,3320
CBR,3355,MEL,3339
CBR,3355,OOL,3321
CBR,3355,SYD,3361
CCK,6315,XCH,3353
CFS,3356,MEL,3339
CFS,3356,SYD,3361
CHC,2009,BNE,3320
CHC,2009,MEL,3339
CHC,2009,OOL,3321
CHC,2009,SYD,3361
CNS,3322,AKL,2006
CNS,3322,BNE,3320
CNS,3322,MEL,3339
CNS,3322,SYD,3361
CNS,3322,TSV,3330
CPT,797,JNB,813
DAD,3196,REP,3035
DAD,3196,SIN,3316
DCN,,KNX,3347
DCN,,PER,3351
DPS,3940,ADL,3341
DPS,3940,BNE,3320
DPS,3940,MEL,3339
DPS,3940,PER,3351
DPS,3940,PHE,3349
DPS,3940,SYD,3361
DRW,3999,BNE,3320
DRW,3999,MEL,3339
DRW,3999,PER,3351
DRW,3999,SIN,3316
DRW,3999,SYD,3361
EMD,3990,BNE,3320
EPR,6266,PER,3351
EPR,6266,RVT,7577
GET,6268,PER,3351
GLT,6269,BNE,3320
HBA,3336,BNE,3320
HBA,3336,MEL,3339
HBA,3336,SYD,3361
HIR,4074,BNE,3320
HKG,3077,SYD,3361
HKT,3179,PER,3351
HNL,3728,SYD,3361
HTI,6242,BNE,3320
HTI,6242,MEL,3339
HTI,6242,SYD,3361
HVB,4052,SYD,3361
ISA,3324,BNE,3320
JNB,813,CPT,797
JNB,813,SIN,3316
KGI,3346,MEL,3339
KGI,3346,PER,3351
KNX,3347,BME,4319
KNX,3347,DCN,
KNX,3347,PER,3351
KTA,3345,PER,3351
LAX,3484,BNE,3320
LAX,3484,MEL,3339
LAX,3484,SYD,3361
LEA,3348,PER,3351
LST,3337,MEL,3339
LST,3337,SYD,3361
MAN,478,MUC,346
MCY,3325,MEL,3339
MCY,3325,SYD,3361
MEL,3339,ADL,3341
MEL,3339,AKL,2006
MEL,3339,AUH,2179
MEL,3339,BNE,3320
MEL,3339,CBR,3355
MEL,3339,CFS,3356
MEL,3339,CHC,2009
MEL,3339,CNS,3322
MEL,3339,DPS,3940
MEL,3339,DRW,3999
MEL,3339,HBA,3336
MEL,3339,HTI,6242
MEL,3339,KGI,3346
MEL,3339,LAX,3484
MEL,3339,LST,3337
MEL,3339,MCY,3325
MEL,3339,MQL,6298
MEL,3339,NAN,1960
MEL,3339,NTL,4320
MEL,3339,OOL,3321
MEL,3339,PER,3351
MEL,3339,SIN,3316
MEL,3339,SYD,3361
MEL,3339,WLG,2042
MKY,3326,BNE,3320
MKY,3326,SYD,3361
MOV,6301,BNE,3320
MQL,6298,MEL,3339
MUC,346,MAN,478
MUC,346,SIN,3316
NAN,1960,BNE,3320
NAN,1960,MEL,3339
NAN,1960,SYD,3361
NTL,4320,BNE,3320
NTL,4320,MEL,3339
OOL,3321,ADL,3341
OOL,3321,AKL,2006
OOL,3321,CBR,3355
OOL,3321,CHC,2009
OOL,3321,MEL,3339
OOL,3321,SYD,3361
PER,3351,ADL,3341
PER,3351,AKL,2006
PER,3351,ALH,6235
PER,3351,BME,4319
PER,3351,BNE,3320
PER,3351,BQB,9090
PER,3351,DCN,
PER,3351,DPS,3940
PER,3351,DRW,3999
PER,3351,EPR,6266
PER,3351,GET,6268
PER,3351,HKT,3179
PER,3351,KGI,3346
PER,3351,KNX,3347
PER,3351,KTA,3345
PER,3351,LEA,3348
PER,3351,MEL,3339
PER,3351,PHE,3349
PER,3351,RVT,7577
PER,3351,SIN,3316
PER,3351,SYD,3361
PER,3351,XCH,3353
PER,3351,ZNE,6310
PHE,3349,BME,4319
PHE,3349,DPS,3940
PHE,3349,PER,3351
PNH,3034,SIN,3316
POM,5,BNE,3320
PPP,3328,BNE,3320
PQQ,6320,BNE,3320
PQQ,6320,SYD,3361
RAR,1959,AKL,2006
REP,3035,DAD,3196
REP,3035,PNH,3034
REP,3035,SIN,3316
ROK,3329,BNE,3320
ROK,3329,TSV,3330
RVT,7577,PER,3351
SIN,3316,ADL,3341
SIN,3316,AUH,2179
SIN,3316,BNE,3320
SIN,3316,DAD,3196
SIN,3316,DRW,3999
SIN,3316,JNB,813
SIN,3316,MEL,3339
SIN,3316,MUC,346
SIN,3316,PER,3351
SIN,3316,REP,3035
SIN,3316,SYD,3361
SYD,3361,ABX,3333
SYD,3361,ADL,3341
SYD,3361,AKL,2006
SYD,3361,APW,1969
SYD,3361,AUH,2179
SYD,3361,AYQ,4010
SYD,3361,BNE,3320
SYD,3361,BNK,4291
SYD,3361,CBR,3355
SYD,3361,CFS,3356
SYD,3361,CHC,2009
SYD,3361,CNS,3322
SYD,3361,DPS,3940
SYD,3361,DRW,3999
SYD,3361,HBA,3336
SYD,3361,HKG,3077
SYD,3361,HNL,3728
SYD,3361,HTI,6242
SYD,3361,HVB,4052
SYD,3361,LAX,3484
SYD,3361,LST,3337
SYD,3361,MCY,3325
SYD,3361,MEL,3339
SYD,3361,MKY,3326
SYD,3361,NAN,1960
SYD,3361,OOL,3321
SYD,3361,PER,3351
SYD,3361,PQQ,6320
SYD,3361,ROT,2031
SYD,3361,SIN,3316
SYD,3361,TBU,1963
SYD,3361,TSV,3330
SYD,3361,WLG,2042
SYD,3361,ZQN,2030
TBU,1963,AKL,2006
TBU,1963,SYD,3361
TSV,3330,BNE,3320
TSV,3330,CNS,3322
TSV,3330,ROK,3329
TSV,3330,SYD,3361
VLI,1997,BNE,3320
WLG,2042,BNE,3320
WLG,2042,MEL,3339
WLG,2042,SYD,3361
XCH,3353,CCK,6315
XCH,3353,PER,3351
ZNE,6310,PER,3351
ZQN,2030,SYD,3361
ACA,1783,MTY,1825
BJX,1815,MTY,1825
CJS,1796,GDL,1804
CJS,1796,MTY,1825
CPE,1795,MEX,1824
CUL,1792,LAP,1816
CUL,1792,MTY,1825
CUL,1792,SJD,1840
CUL,1792,TIJ,1847
CUN,1852,GDL,1804
CUN,1852,MEX,1824
CUN,1852,MTY,1825
CUN,1852,OAX,1829
CUN,1852,REX,1839
CUN,1852,TAM,1848
CUN,1852,TGZ,1846
CUN,1852,TRC,1845
CUN,1852,VER,1854
CUN,1852,VSA,1853
CUU,1797,MTY,1825
GDL,1804,CJS,1796
GDL,1804,CUN,1852
GDL,1804,HMO,1807
GDL,1804,LAP,1816
GDL,1804,MEX,1824
GDL,1804,MID,1819
GDL,1804,MTY,1825
GDL,1804,REX,1839
GDL,1804,SJD,1840
GDL,1804,TGZ,1846
GDL,1804,TRC,1845
GDL,1804,VER,1854
GDL,1804,VSA,1853
HMO,1807,GDL,1804
HMO,1807,MTY,1825
IAH,3550,MTY,1825
LAP,1816,CUL,1792
LAP,1816,GDL,1804
MEX,1824,CPE,1795
MEX,1824,CUN,1852
MEX,1824,GDL,1804
MEX,1824,MTY,1825
MEX,1824,MZT,1826
MEX,1824,PXM,1837
MEX,1824,REX,1839
MEX,1824,TRC,1845
MID,1819,GDL,1804
MID,1819,MTY,1825
MTY,1825,ACA,1783
MTY,1825,BJX,1815
MTY,1825,CJS,1796
MTY,1825,CUL,1792
MTY,1825,CUN,1852
MTY,1825,CUU,1797
MTY,1825,GDL,1804
MTY,1825,HMO,1807
MTY,1825,IAH,3550
MTY,1825,MEX,1824
MTY,1825,MID,1819
MTY,1825,MZT,1826
MTY,1825,OAX,1829
MTY,1825,PVR,1836
MTY,1825,QRO,1838
MTY,1825,SJD,1840
MTY,1825,TAM,1848
MTY,1825,TGZ,1846
MTY,1825,VER,1854
MTY,1825,VSA,1853
MZT,1826,MEX,1824
MZT,1826,MTY,1825
OAX,1829,CUN,1852
OAX,1829,MTY,1825
PVR,1836,MTY,1825
PXM,1837,MEX,1824
QRO,1838,MTY,1825
REX,1839,CUN,1852
REX,1839,GDL,1804
REX,1839,MEX,1824
REX,1839,VER,1854
SJD,1840,CUL,1792
SJD,1840,GDL,1804
SJD,1840,MTY,1825
TAM,1848,CUN,1852
TAM,1848,MTY,1825
TGZ,1846,CUN,1852
TGZ,1846,GDL,1804
TGZ,1846,MTY,1825
TIJ,1847,CUL,1792
TLC,1850,VSA,1853
TRC,1845,CUN,1852
TRC,1845,GDL,1804
TRC,1845,MEX,1824
VER,1854,CUN,1852
VER,1854,GDL,1804
VER,1854,MTY,1825
VER,1854,REX,1839
VSA,1853,CUN,1852
VSA,1853,GDL,1804
VSA,1853,MTY,1825
VSA,1853,TLC,1850
CGK,3275,SIN,3316
DPS,3940,SIN,3316
SIN,3316,CGK,3275
SIN,3316,DPS,3940
SIN,3316,SUB,3928
SUB,3928,SIN,3316
BRM,2824,CCS,2851
CCS,2851,BRM,2824
CCS,2851,MAR,2848
CCS,2851,MUN,2852
CCS,2851,PMV,2850
CCS,2851,PZO,2856
MAR,2848,CCS,2851
MUN,2852,CCS,2851
PMV,2850,CCS,2851
PMV,2850,VLN,2868
PZO,2856,CCS,2851
VLN,2868,PMV,2850
BKK,3885,HAN,3199
BKK,3885,SGN,3205
BMV,6187,HAN,3199
BMV,6187,SGN,3205
CXR,6189,HAN,3199
CXR,6189,SGN,3205
DAD,3196,HAN,3199
DAD,3196,SGN,3205
DLI,4153,HAN,3199
HAN,3199,BKK,3885
HAN,3199,BMV,6187
HAN,3199,CXR,6189
HAN,3199,DAD,3196
HAN,3199,DLI,4153
HAN,3199,HUI,4082
HAN,3199,SGN,3205
HPH,6188,SGN,3205
HUI,4082,HAN,3199
